#,TITLE,ARTIST,RELEASE,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,POP,MELIKEY
908,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",Franz Liszt,1998-03-05,60,3,34,-26,4,4:30,99,62,
909,Thrills,Cake,2007-11-13,93,68,66,-10,95,2:59,9,53,
910,Karma Police,Radiohead,1997-05-28,75,51,36,-9,32,4:24,6,74,
911,The Plan,Built To Spill,1999-01-22,142,78,26,-7,38,3:29,0,48,
912,Wave of Mutilation,Pixies,1989-04-17,133,77,59,-12,77,2:05,0,57,
913,Grave Architecture,Pavement,1995,110,79,58,-9,30,4:16,1,50,
914,Maggie's Farm,Rage Against The Machine,2000-12-04,87,84,41,-2,48,6:34,0,56,
915,"Ruby, Don't Take Your Love to Town",Cake,2007-11-13,112,66,70,-12,85,2:56,1,45,
916,By Starlight,The Smashing Pumpkins,1995-12-12,105,35,39,-12,11,4:48,1,45,
917,Scumbag Blues,Them Crooked Vultures,2009-01-01,112,80,53,-5,49,4:26,0,48,
918,Spit On A Stranger (Remastered),Pavement,2010-03-08,82,60,42,-10,40,3:02,14,45,
919,8:16 A.M.,311,1994-07-12,101,61,74,-12,58,3:44,2,42,
920,Three Is A Magic Number,Blind Melon,2005-09-27,109,83,57,-6,65,3:15,16,45,
921,Kicked It In The Sun,Built To Spill,1997-01-10,132,59,33,-10,41,7:33,0,38,
922,Teen Age Riot (Album Version),Sonic Youth,1988-10-04,156,91,29,-10,75,6:58,0,62,
923,Comfort Eagle,Cake,2001-07-23,121,78,74,-6,90,3:40,9,56,
924,Rainbow Connection,Me First and the Gimme Gimmes,1999-05-18,112,88,48,-5,58,2:18,0,34,
925,Maria,Rage Against The Machine,1999-11-01,173,87,28,-7,62,3:48,1,48,
926,Echo,Incubus,2001-10-15,136,54,59,-11,21,3:34,18,50,
927,"Tonight, Tonight",The Smashing Pumpkins,1995-12-12,149,67,29,-9,22,4:15,0,68,
928,Slapped Actress,The Hold Steady,2008-06-17,113,80,32,-5,41,5:17,4,29,
929,In Circles,Sunny Day Real Estate,1994,143,83,33,-7,36,4:58,0,47,
930,Vietnow,Rage Against The Machine,1996-04-15,108,77,65,-6,67,4:37,1,54,
931,Loser,Beck,1994-03-01,85,63,66,-10,79,3:55,3,69,
932,Luna,The Smashing Pumpkins,1993,126,27,57,-14,11,3:22,1,49,
933,Elephants,Them Crooked Vultures,2009-01-01,180,88,22,-5,52,6:50,0,47,
934,Mouthful Of Cavities,Blind Melon,1995-08-03,98,53,34,-10,45,3:35,17,51,
935,Lady Picture Show,Stone Temple Pilots,1996-03-26,157,94,34,-5,52,4:06,1,47,
936,Cleveland Rocks,The Presidents Of The United States Of America,1998-02-12,148,82,44,-8,64,2:33,2,45,
937,Superstar,Sonic Youth,1994-01-01,84,50,37,-9,17,4:08,5,51,
938,Start Choppin',Dinosaur Jr.,1993-02-09,112,76,37,-8,57,5:40,0,53,
939,Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,1993-10-19,182,49,29,-9,18,3:16,5,65,
940,Aqueous Transmission,Incubus,2001-10-15,152,46,42,-12,9,7:47,1,55,
941,New Fang,Them Crooked Vultures,2009-01-01,190,96,28,-4,74,3:49,0,51,
942,Rich Girl,Me First and the Gimme Gimmes,2008-07-08,99,97,47,-5,49,2:06,7,47,
943,Ashes In the Fall,Rage Against The Machine,1999-11-01,141,70,46,-7,66,4:37,1,47,
944,Debaser,Pixies,1989-04-17,136,88,49,-12,57,2:53,0,62,
945,Muzzle,The Smashing Pumpkins,1995-12-12,90,69,25,-9,34,3:44,0,48,
946,Open Book,Cake,1996,103,56,57,-8,83,3:45,4,40,
947,Babies,Pulp,1994-04-18,156,82,31,-8,62,4:05,11,43,
948,40 Mark Strasse,The Shins,2012-03-16,140,54,65,-8,63,4:39,1,43,
949,Soup,Blind Melon,1996-10-31,141,51,40,-9,61,3:09,35,46,
950,Cherub Rock,The Smashing Pumpkins,1993,87,87,38,-7,45,4:58,0,64,
951,Up on the Sun,Meat Puppets,1985,112,70,48,-9,77,4:04,20,42,
952,Ana,Pixies,1990-08-13,106,41,66,-14,37,2:09,3,42,
953,A Man Called Sun,The Verve,1992,113,40,35,-17,52,5:44,55,31,
954,War Pigs,Cake,2007-11-13,84,57,58,-8,45,3:54,1,55,
955,Given to Fly,Pearl Jam,1998-02-17,101,76,32,-7,34,3:59,0,57,
956,Old to Begin,Pavement,1997,150,40,37,-11,38,3:23,5,38,
957,Headache,Frank Black,1994-05-23,132,95,59,-5,88,2:53,0,44,
958,No Rain,Blind Melon,1992-09-14,148,48,39,-9,57,3:37,62,74,
959,Subterranean Homesick Alien,Radiohead,1997-05-28,151,59,32,-9,32,4:28,5,56,
960,Sheep Go To Heaven,Cake,1998,103,68,64,-9,79,3:48,2,49,
961,6 Underground - Nellee Hooper Mix,Sneaker Pimps,1996,170,69,59,-9,47,3:54,3,52,
962,Meanwhile Back in the City,The Presidents Of The United States Of America,2000,118,81,59,-5,71,3:23,7,47,
963,Abandoned Mansion,Dr. Dog,2017-01-31,124,52,48,-8,28,5:23,46,57,
964,I'll Believe In Anything,Wolf Parade,2005-09-27,144,94,31,-5,15,4:37,40,54,
965,Opera Singer,Cake,2001-07-23,95,68,71,-8,95,4:06,6,44,
966,Inside Out,Spoon,2014-08-05,176,62,64,-5,50,5:02,43,62,
967,Race for the Prize,The Flaming Lips,1999-05-17,131,84,33,-7,45,4:19,0,53,
968,It Is Not Meant To Be,Tame Impala,2010-05-21,102,90,41,-5,39,5:22,1,48,
969,The General Specific,Band of Horses,2007-10-09,118,70,75,-6,60,3:07,20,51,
970,Skyscrapers,OK Go,2010-01-12,97,43,85,-8,55,4:38,47,37,
971,I'm A Cuckoo,Belle & Sebastian,2003,147,65,55,-8,75,5:26,18,39,
972,From The Morning,Nick Drake,1972-01-01,109,16,66,-19,42,2:30,87,44,
973,Fralite,The Books,2013-10-15,108,64,67,-6,72,1:18,86,36,
974,Follow the Leader,Foxygen,2017-01-20,115,59,51,-8,73,4:13,7,58,
975,Whole Love,Wilco,2011-09-27,130,72,63,-9,70,3:50,20,39,
976,Title And Registration,Death Cab for Cutie,2003,116,57,75,-10,73,3:39,33,54,
977,The Start Of Something,Voxtrot,2005-01-01,107,73,63,-7,71,4:32,18,55,
978,The Most Beautiful Girl (In The Room),Flight of the Conchords,2008-04-22,144,52,81,-9,71,4:02,68,49,
979,West Coast,Coconut Records,2007-04-17,80,60,53,-6,35,3:30,46,58,
980, Cello Song,Nick Drake,1969,119,40,52,-17,52,4:45,69,42,
981,Hotwax,Beck,1996,87,70,72,-9,64,3:49,7,43,
982,Love You Madly,Cake,2001-07-23,107,81,75,-8,66,3:58,9,55,
983,"Vier Stücke für Xylophon: Gassenhauer nach Hans Neusiedler (1536) für Sopran-, Altxylophon, Castagnetten, kleine Trommel, Schellentrommel und Pauken, Musik für Kinder III, Nr. 15, 1952",Gunild Keetman,1995,102,11,56,-23,36,3:04,99,35,
984,He Needs Me,Punch-Drunk Love,2002-11-05,85,15,59,-14,37,3:31,82,35,
985,Remember Last Time,Avi Buffalo,2010-04-27,135,76,42,-6,23,7:28,42,25,
986,Two-Headed Boy,Neutral Milk Hotel,1998-02-20,146,61,34,-4,27,4:26,71,52,
987,Oh! Sweet Nuthin' - 2015 Remastered,The Velvet Underground,1970,76,47,40,-12,53,7:25,30,63,
988,Southern Point,Grizzly Bear,2009-05-24,97,73,49,-9,36,5:03,19,44,
989,Jesusland,Ben Folds,2005,109,59,38,-9,14,4:29,36,38,
990,Pure Comedy,Father John Misty,2017-04-07,130,27,46,-11,16,6:24,81,55,
991,The Falls,Whitney,2016-06-03,110,70,69,-6,73,2:21,84,51,
992,Smothering Green (Bonus Track),Grizzly Bear,2013-11-11,119,52,50,-9,14,6:30,47,43,
993,I am trying to break your heart,Wilco,2002-04-16,86,54,47,-11,43,6:58,32,52,
994,Young Pilgrims,The Shins,2003-10-21,124,34,75,-9,66,2:48,78,45,
995,Easier,Grizzly Bear,2006-09-04,88,42,52,-12,33,3:43,74,40,
996,Moves,The New Pornographers,2010-05-03,168,58,60,-8,66,3:53,30,36,
997,Train Song,Vashti Bunyan,2007-10-30,103,39,58,-10,53,2:17,87,43,
998,Ginza Samba,Vince Guaraldi,1964,97,37,60,-14,81,5:26,82,23,
999,Green Onions,Booker T. & the M.G.'s,1962,137,51,82,-9,91,2:56,77,64,
1000,Matrix,Chick Corea,1993-06-07,144,35,42,-19,66,6:29,70,45,
